"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Mag"
"1";"UŚPIENIE";" Uroki, 1. krąg";" 1 akcja";" 27 metrów";" W, S, M (szczypta piasku, różane płatki lub świerszcz)";" 1 minuta";" Tym zaklęciem sprawiasz, że objęte nimi istoty pogrążają się w magicznym śnie. Rzuć 5k8, by określić łączną pulę punktów wytrzymałości stworzeń, które obejmie zaklęcie. Czar działa na istoty znajdujące się w obrębie 6m od wskazanego punktu w zasięgu, w kolejności rosnącej według aktualnie posiadanych PW (z pominięciem istot nieprzytomnych).<br><br>Poczynając od istoty mającej najmniej aktualnych PW, wszystkie kolejne objęte tym czarem padają nieprzytomne i śpią do momentu wygaśnięcia czaru, otrzymania obrażeń albo do chwili, w której ktoś przeznaczy swoją akcję na obudzenie ich potrząśnięciem lub uderzeniem. Odejmij od puli PW każdej objętej już istoty, przed przejściem do kolejnej. Aby czar zadziałał na kolejną istotę, jej aktualne PW muszą mieścić się w pozostałej jeszcze puli punktów.";"Mag"
"1";"WĘDRUJĄCY DYSK TENSERA";" Przywoływanie, 1. krąg (rytuał)";" 1 akcja";" 9 metrów";" W, S, M (kropla rtęci)";" 1 godzina";" Tworzysz z magicznej energii okrągłą, poziomą płaszczyznę o średnicy 1 metra i grubości 2,5 cm, unoszącą się metr nad ziemią w wybranym przez ciebie miejscy w zasięgu czaru.<br><br>Dysk istnieje przez czas trwania zaklęcia i może unieść do 250 kilogramów ładunku.<br><br>Dysk pozostaje nieruchomy, dopóki przebywasz w obrębie 6 metrów od niego. Jeżeli oddalisz się bardziej, zacznie za tobą podążać. Może przemieszczać się po nierównym terenie, w<br>górę lub w dół schodów, stoków i podobnych formacji, ale nie może pokonać różnicy poziomów wynoszącej 3 metry lub więcej. Przykładowo – dysk nie przeleci ponad głęboką na 3 metry rozpadliną ani nie wyleci z niej, jeśli został stworzony na jej dnie.<br><br>Jeżeli oddalisz się od dysku na więcej niż 30 metrów (prawdopodobnie dlatego, że nie mógł on pokonać jakiejś przeszkody, by za tobą podążyć), to zaklęcie dobiega końca.";"Mag"
"1";"WIEDŹMI POCISK";" Wywoływanie, 1. krąg";" 1 akcja";" 9 metrów";" W, S, M (gałązka z drzewa uderzonego piorunem)";" Koncentracja, do 1 minuty";" Promień trzaskającej, błękitnej energii wystrzela w kierunku stworzenia w zasięgu czaru i tworzy łuk elektryczności pomiędzy tobą a nim. Wykonaj atak dystansowy czarem przeciwko celowi zaklęcia. Przy trafieniu otrzymuje on 1k12 obrażeń od elektryczności, a w każdej kolejnej turze podczas trwania czaru możesz w ramach swojej akcji automatycznie zadać mu kolejne 1k12 obrażeń.<br><br>Zaklęcie kończy się, jeśli wykorzystasz swoją akcję do czegokolwiek innego. Przestanie działać również wtedy, kiedy twój cel wyjdzie poza zasięg zaklęcia albo znajdzie się za całkowitą osłoną.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz początkowe obrażenia o 1k12.";"Mag"
"1";"WYKRYCIE MAGII";" Wieszczenie, 1. krąg rytuał";" 1 akcja";" Na siebie";" W, S, M";" Koncentracja, do 10 min";" Podczas trwania czaru, wyczuwasz magię w obrębie 9m od siebie. Gdy wykryjesz w ten sposób obecność magii w stworzeniu lub obiekcie, możesz wykorzystać swoją akcję, by zobaczyć jego nikłą aurę i dowiedzieć się, z jakiej szkoły pochodzi ta magia (jeśli przynależy do którejś ze szkół). <br><br>Wykrycie magii przenika przez większość barier, ale jest blokowane przez kamień o grubości 30 cm, metal o grubości 2,5cm, drewno lub ziemię o grubości 90 cm lub cienką warstwę ołowiu.";"Mag"
"1";"ZAUROCZENIE OSOBY";" Uroki, 1. krąg";" 1 akcja";" 9 metrów";" W, S";" 1 godzina";" Próbujesz zauroczyć humanoida, którego widzisz w zasięgu czaru. Musi on wykonać rzut obronny na Mądrość, w którym ma ułatwienie, jeśli walczy z tobą, lub z którymś z twoich towarzyszy. W przypadku niepowodzenia zostaje przez ciebie zauroczony na czas trwania zaklęcia lub do momentu, w którym ty, lub któryś z twoich towarzyszy zadziałacie na jego szkodę. Zauroczony humanoid postrzega ciebie jako<br>przyjaznego znajomego. Gdy czar dobiega końca, cel ma świadomość, że został przez ciebie zauroczony.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć zauroczeniem dodatkową istotę. W momencie rzucania czaru, wszystkie cele muszą przebywać w obrębie 9m od siebie.";"Mag"
"1";"ZBROJA MAGA";" Odpychanie, 1. krąg";" 1 akcja";" Dotyk";" W,S,M (kawałek wyprawionej skóry)";" 8 godzin";" Dotykasz przychylnej istoty, która nie nosi pancerza, i na czas trwania czaru otaczasz ją ochronną magiczną energią.<br><br>KP celu przyjmuje wartość 13 + jego modyfikator ze Zręczności. <br><br>Efekt mija, gdy cel założy zbroję lub gdy zakończysz czar w ramach swojej akcji.";"Mag"
"1";"ZNALEZIENIE CHOWAŃCA";" Przywoływanie, 1. krąg (rytuał)";" 1 godzina";" 3 metry";" W, S, M (węgiel drzewny, kadzidło i zioła o łącznej wartości 10 sz, które należy spalić w koksowniku z brązu)";" Natychmiastowy";" Bierzesz na służbę chowańca przybierającego formę jadowitego węża, jastrzębia, jaszczurki, konika morskiego, kota, kraba, kruka, łasicy, nietoperza, ośmiornicy, pająka, ryby, sowy, szczura albo ropuchy. Działa niezależnie od ciebie, ale zawsze jest posłuszny twoim poleceniom. Wykonuje własne rzuty na inicjatywę, nie może atakować, ale może wykonywać inne akcje. Znika, gdy jest PW spadną do 0. Pojawi się po ponownym rzuceniu czaru. Możesz porozumieć się z nim telepatycznie (30m). Możesz wykorzystać swoją akcję, by do rozpoczęcia swojej następnej tury słyszeć i widzieć to, co chowaniec. Możesz w ramach swojej akcji tymczasowo go odesłać (możesz przywołać go w wolne miejsce w obrębie 9 m od ciebie)...<br><br>Podręcznik gracza str.287";"Mag"
"2";"BEZPIECZNY SPOCZYNEK";" Nekromancja, 2. krąg (rytuał)";" 1 akcja";" Dotyk";" W, S, M (szczypta soli i po jednym miedziaku położonym na każdym oku zmarłego, monety muszą tam pozostać przez cały czas trwania czaru)";" 10 dni";" Dotknąwszy zwłok lub innych szczątków zmarłej istoty, chronisz je przed rozkładem i zamianą w nieumarłego przez cały czas trwania czaru.<br><br>Zaklęciem tym wydłużasz również okres. w którym można wskrzesić zmarłego, gdyż czas jego trwania nie liczy się przy rozpatrywaniu wymogów wskrzeszenia i podobnych czarów.";"Mag"
"2";"CHMURA SZTYLETÓW";" Przywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (szklana drzazga)";" Koncentracja, do 1 minuty";" W powietrzu pojawia się chmura wirujących sztyletów, formująca sześcian o boku 1,5m, którego środek znajduje się w zasięgu czaru. Istota wchodząca w obszar działania czaru pierwszy raz w swojej turze, albo rozpoczynająca w nim turę otrzymuje 4k4 obrażeń ciętych.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2., zwiększasz obrażenia o 2k4.";"Mag"
"2";"CIEMNOŚĆ";" Wywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, M (futro nietoperza oraz kropla smoły lub kawałek drewna)";" Koncentracja, do 10 minut";" Wskazujesz punkt w zasięgu czaru i wysnuwasz z niego magiczną ciemność, wypełniając nią kulistą przestrzeń o promieniu 4,5m. Ciemność rozprzestrzenia się wokół rogów i załomów. Istoty posiadające zdolność do widzenia w ciemności nie mogą jej przejrzeć, a niemagiczne światło, nie może jej rozświetlić.<br><br>Jeśli wskazany punkt znajduje się na przedmiocie trzymanym przez ciebie, albo takim, który nie jest trzymany lub noszony przez kogoś innego, to ciemność rozchodzi się z tego przedmiotu i przemieszcza wraz z nim. Całkowite zakrycie źródła nieprzezroczystym przedmiotem, np. miską lub hełmem, blokuje emanację ciemności. Jeśli obszar magicznej ciemności nałoży się na obszar magicznego światła stworzonego zaklęciem z kręgu 2., lub niższego, to zaklęcie światła zostaje rozproszone.";"Mag"
"2";"GŁUCHOTA/ŚLEPOTA";" Nekromancja, 2. krąg";" 1 akcja";" 9 metrów";" W";" 1 minuta";" Możesz pozbawić przeciwnika wzroku lub słuchu. Wybierasz istotę, którą widzisz w zasięgu czaru, musi ona wykonać rzut obronny na Kondycję. W przypadku niepowodzenia staje się oślepiona albo ogłuchła (zgodnie z twoim wyborem), na czas działania zaklęcia. Może ponawiać rzut obronny na Kondycję pod koniec każdy swoje tury, a gdy odniesie sukces, wyzwala się spod działania czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. możesz objąć tym zaklęciem dodatkową istotę.";"Mag"
"2";"KOŁATKA";" Przemiany, 2. krąg";" 1 akcja";" 18 metrów";" W";" Natychmiastowy";" Wybierz obiekt, który widzisz w zasięgu czaru. Mogą to być drzwi, skrzynia, kufer, kajdany, kłódka, albo inna rzecz, zawierająca zwyczajny lub magiczny środek uniemożliwiający dostęp.<br><br>To, co było zamknięte na zamek bądź zasuwę,<br>lub zablokowane, zostaje otwarte lub odblokowane. Jeśli daną rzecz zabezpiecza więcej zamków, otwiera się tylko jeden z nich.<br><br>Jeśli wymierzysz zaklęcie w cel chroniony magicznym zamkiem, zakłócasz jego działanie na 10 minut, podczas których możesz normalnie otwierać i zamykać chroniony obiekt. Gdy rzucasz to zaklęcie, rozlega się donośny dźwięk kołatki, dobiegający z otwieranego obiektu i roznoszący się na 90 metrów.";"Mag"
"2";"KORONA OBŁĘDU";" Uroki, 2. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Wybierz humanoida, którego widzisz w zasięgu czaru. Musi on wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostanie przez ciebie zauroczony na czas trwania zaklęcia. Na głowie zauroczonej osoby pojawia się dziwaczna korona z żelaznych cierni, a w jej oczach lśni obłęd.<br><br>Zauroczona osoba w każdej swojej turze przed poruszeniem się, musi wykorzystać swoją akcję, by zaatakować wręcz inne stworzenie, które jej telepatycznie wskażesz. Jeśli nie wyznaczysz celu, lub żaden nie znajduje się w zasięgu zauroczonej osoby, to może ona zachowywać się normalnie. <br><br>Aby podtrzymać zaklęcie, musisz w kolejnych turach używać swojej akcji na utrzymanie kontroli nad celem. Co więcej, zauroczona istota może ponawiać rzut obronny na Mądrość, pod koniec każdej swojej tury. Gdy odniesie sukces, czar dobiega końca.";"Mag"
"2";"KROK PRZEZ MGŁĘ";" Przywoływanie, 2. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Natychmiastowy";" Otaczasz się na moment srebrzystą mgłą i teleportujesz się na odległość 9m w wolne miejsce, które widzisz.";"Mag"
"2";"KWASOWA STRZAŁA MELFA";" Wywoływanie, 2. krąg";" 1 akcja";" 27 metrów";" W, S, M (sproszkowany liść rabarbaru i żołądek żmii)";" Natychmiastowy";" Lśniąca zielona strzała wylatuje w kierunku wskazanego celu znajdującego się w zasięgu czaru, po czym wybucha chmurą kwasu. Wykonaj test ataku dystansowego czarem.<br><br>Trafiony cel otrzymuje 4k4 obrażeń od kwasu natychmiast, a następnie 2k4 obrażeń od kwasu na koniec swojej następnej tury.<br><br>Jeśli chybisz, strzała ochlapie cel kwasem, zadając mu połowę obrażeń początkowych, bez dodatkowych obrażeń na koniec tury.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz obrażenia o 1k4 (zarówno natychmiastowe, jak i późniejsze).";"Mag"
"2";"LUSTRZANE ODBICIA";" Iluzje, 2. krąg";" 1 akcja";" Na siebie";" W, S";" 1 minuta";" Pojawiają się przy tobie twoje trzy iluzoryczne kopie. Do zakończenia czaru przemieszczają się wraz z tobą, naśladują twoje działania i zmieniają pozycję tak, by uniemożliwić odróżnienie ich od ciebie. W ramach swojej akcji możesz odwołać tę iluzję.<br><br>Za każdym razem, gdy jesteś celem ataku podczas trwania zaklęcia, rzuć k20, by sprawdzić, czy atak trafił w ciebie, czy w twoją kopię. Gdy posiadasz trzy kopie, musisz wyrzucić co najmniej 6, by atak został przekierowany na iluzję. Przy dwóch kopiach, musisz wyrzucić co najmniej 8. Mając tylko jedną kopię, musisz wyrzucić co najmniej 11. KP twojego lustrzanego odbicia wynosi 10 + twój modyfikator ze Zręczności. Iluzja trafiona atakiem - znika. Iluzję może zniszczyć jedynie wymierzony w nią atak - ignoruje wszystkie inne efekty i źródła obrażeń. Zaklęcie wygasa, gdy wszystkie trzy kopie zostaną zniszczone.<br><br> Iluzja nie zadziała na istotę, która jej nie widzi, albo polega na zmysłach innych niż wzrok, np. ślepowidzeniu, bądź potrafi przejrzeć iluzje, jak przy pomocy zdolności prawdziwego widzenia.";"Mag"
"2";"LEWITACJA";" Przemiany, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (rzemienna pętla albo kawałek złotego drutu wygiętego w kształt kielicha z długą nóżką)";" Koncentracja, do 10 minut";" Jedna istota lub nieprzymocowana rzecz, którą widzisz w zasięgu czaru, wznosi się pionowo na wysokość do 6 metrów i pozostaje zawieszona w powietrzu przez czas trwania czaru. Zaklęcie uniesie cel ważący do 150 kilogramów. Jeśli istota nie chce, by czar na nią zadziałał, musi wykonać udany rzut obronny na Kondycję.<br><br>Cel zaklęcia może się przemieszczać, odpychając się od obiektów lub powierzchni znajdujących się w jego zasięgu (ściana, sufit), albo przyciągając się do nich, jakby się wspinał. W swojej turze możesz zmniejszyć lub zwiększyć wysokość celu o 6 metrów. Jeśli celem zaklęcia jesteś ty, to możesz przemieścić się w górę lub w dół w ramach swojego ruchu w turze. W innym przypadku możesz użyć swojej akcji, aby przemieścić unoszący się cel, który musi pozostać w zasięgu czaru. <br><br>Jeżeli w momencie zakończenia czaru, jego cel nadal unosi się w powietrzu, to łagodnie opada na ziemię.";"Mag"
"2";"MAGICZNA AURA NYSTULA";" Iluzja, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (mały kwadratowy skrawek jedwabiu)";" 24 godziny";" Obejmujesz stworzenie lub obiekt iluzją, która ma na celu oszukiwać czary ze szkoły wieszczenia. Celem może być przychylna ci istota lub przedmiot, który nie jest noszony ani trzymany przez inne stworzenie. Podczas rzucania czaru, wybierasz jeden lub oba efekty. Działają one  przez cały czas trwania czaru. Jeśli będziesz rzucać to zalecie na tę samą istotę lub obiekt przez 30 dni, za każdym razem wybierając ten sam efekt, to iluzja utrzyma się do rozproszenia.<br>*Fałszywa aura. Wpływasz na to, w jaki sposób cel<br>postrzegany jest przez zaklęcia i efekty wykrywające magiczne aury, takie jak wykrycie magii. Możesz sprawić, że zwykły obiekt będzie wyglądał na magiczny lub odwrotnie, albo zmienić magiczną aurę obiektu tak, by wydawała się pochodzić z wybranej szkoły magii. Jeśli nakładasz ten efekt na przedmiot, możesz sprawić, że fałszywa aura będzie widoczna dla wszystkich jego użytkowników. <br>*Maska. Wpływasz na to, w jaki sposób cel postrzegany jest przez zaklęcia i efekty wykrywające typ istoty, takie jak Cudowny Zmysł paladyna, albo wyzwalacz zaklęcia Symbol. Określasz typ istoty, po czym wszystkie zaklęcia oraz magiczne efekty traktują cel, jakby był istotą tego typu lub charakteru.";"Mag"
"2";"MAGICZNA BROŃ";" Przemiany, 2. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz egzemplarza niemagicznej broni.<br><br>Na czas trwania czaru staje się ona magiczną bronią z modyfikatorem +1 do ataku i obrażeń.";"Mag"
"2";"MAGICZNE USTA";" Iluzje, 2. krąg (rytuał)";" 1 minuta";" 9 metrów";" W, S, M (fragment plastra miodu i jadeitowy pył o wartości co najmniej 10 sz, zużywany)";" Do rozproszenia";" Umieszczasz wiadomość w obiekcie, która zostanie wymówiona gdy zaistnieją określone warunki. Wybierasz przedmiot, który nie jest trzymany ani noszony i wypowiadasz wiadomość, mieszczącą się w 25 słowach (może być przekazywana do 10 minut). Na końcu określasz okoliczności, które uruchomią przekaz. Kiedy te okoliczności zaistnieją, na obiekcie pojawiają się magiczne usta i wypowiadają wiadomość twoim głosem i z tą samą głośnością, z jaką ty mówiłeś. Jeśli wybrany obiekt posiada usta lub coś, co je przypomina (np. usta posągu), to magiczne usta nakładają się na nie tak, by przekaz zdawał<br>się płynąć z ust obiektu. Gdy rzucasz to zaklęcie, możesz zadecydować, czy zaklęcie zakończy się po przekazaniu wiadomości, czy pozostanie w miejscu, by przekazywać tę wiadomość w określonych warunkach. Okoliczności te mogą być sformułowane ogólnie lub mieć dowolny stopień szczegółowości, ale muszą być oparte na wizualnych lub dźwiękowych warunkach mających miejsce w obrębie 9 metrów od celu zaklęcia.";"Mag"
"2";"MAGICZNY ZAMEK";" Odpychanie, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (złoty pył o wartości co najmniej 255z, zużywany podczas zaklęcia)";" Do rozproszenia";" Dotykasz zamkniętych drzwi, Okna, bramy, kufra lub innego obiektu ograniczającego dostęp. Otworzyć go normalnie będziesz mógł ty oraz istoty wskazane przez ciebie podczas rzucania zaklęcia. Możesz także ustalić hasło, które wymówione W obrębie 1,5 metra od zamkniętego obiektu wyłączy zamek na 1 minutę. Poza tym zamek nie da się otworzyć, chyba że ktoś go zniszczy albo rozproszy bądź wyłączy zaklęcie. Magiczny zamek może zostać wyłączony na 10 minut przy pomocy czaru kolarka.<br><br>Do obiektu pod działaniem tego czaru trudniej jest się włamać, ST wyważania lub otwierania wytrychami wszystkich zamków w chronionym obiekcie zwiększa się o 10.";"Mag"
"2";"NIEWIDZIALNOŚĆ";" Iluzje, 2. krąg";" 1 akcja";" Dotyk";" W, S, M (rzęsa zatopiona w gumie arabskiej)";" Koncentracja, do 1 godziny";" Istota, której dotykasz, staje się niewidzialna na czas trwania czaru. Całe jej wyposażenie i odzienie również jest niewidzialne, dopóki się na niej znajduje. Zaklęcie kończy się, gdy jego cel wykona atak lub rzuci czar.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórę co najmniej 3. kręgu, za każdy krąg powyżej 2., możesz objąć zaklęciem dodatkową istotę. ";"Mag"
"2";"ODNALEZIENIE OBIEKTU";" Wieszczenie, 2. krąg";" 1 akcja";" Na siebie";" W, S, M (rozwidlona gałązka)";" Koncentracja, do 10 minut";" Podajesz opis lub nazwę znanego ci obiektu. Wyczuwasz, w jakim kierunku się znajduje, o ile jest oddalony od ciebie nie więcej niż 300m. Jeśli jest w ruchu, dowiadujesz się, w jakim kierunku się przemieszcza.<br><br> Przy pomocy tego zaklęcia możesz odnaleźć konkretny znany ci obiekt, o ile widziałeś go przynajmniej raz z odległości do 9m. W innym wariancie możesz odszukać najbliższy obiekt określonego rodzaju (np. określoną część garderoby, biżuterię, mebel, narzędzie albo broń. <br><br>Czar nie zadziała, jeśli od poszukiwanej rzeczy (patrząc w linii<br>prostej), dzieli cię warstwa ołowiu o jakiejkolwiek grubości, nawet cienka blacha.";"Mag"
