"0";"NAPRAWA";" Przemiany, sztuczka";" 1 minuta";" Dotyk";" W, S, M (dwa magnetyty)";" Natychmiastowy";" Czar naprawia pojedyncze uszkodzenie lub rozdarcie dotkniętego przedmiotu, np.: pęknięte ogniwo łańcucha, złamany na pół klucz, rozdarty płaszcz czy cieknący bukłak. Naprawiasz usterki, nie pozostawiając po nich śladu, o ile żaden z wymiarów uszkodzenia lub rozdarcia nie przekracza 30cm.<br><br>Przy pomocy tego czaru, możesz fizycznie naprawić magiczny przedmiot lub konstrukt, jednak nie przywracasz mu magicznego działania.";"Kleryk"
"5";"DOMINACJA NAD OSOBĄ (Oszustwo)";" Uroki, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Próbujesz owładnąć umysł humanoidalnej istoty. Jeśli nie zda rzutu obronnego na Mądrość, zostanie zauroczona. Ma ułatwienie w tym teście, jeśli akurat walczyła z tobą lub twoimi sojusznikami. Będąc przytomnym, możesz wydawać telepatyczne polecenia zauroczonej istocie. Może to być prosty i ogólny rozkaz: „Zaatakuj go”, „Pobiegnij tam”, „Przynieś przedmiot”. Jeśli istota po wypełnieniu zadania nie otrzyma kolejnego, będzie ograniczała się do obrony własnej. W ramach swojej akcji możesz przejąć całkowitą kontrolę nad zauroczoną istotą. Do końca twojej następnej tury, będzie wykonywała tylko wybrane przez ciebie akcje i nie zrobi niczego bez twojej zgody. Przez ten czas możesz zmusić ją też do podjęcia reakcji, ale musisz na to zużyć również swoją. Za każdym razem, gdy zniewolona istota otrzyma obrażenia, ponawia rzut obronny na Mądrość. Jeśli odniesie sukces, czar się kończy. <br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę 6. kręgu, wydłużasz maksymalny czas trwania do 10 minut. Wykorzystując komórkę 7. kręgu – do 1 godziny, a wykorzystując komórkę 9. lub wyższego kręgu – do 8 godzin (przy koncentracji).";"Kleryk"
"5";"PODMIANA WSPOMNIEŃ (Oszustwo)";" Uroki, 5. krąg";" 1 akcja";" 9 metrów";" W, S";" Koncentracja, do 1 minuty";" Istota musi wykonać rzut obronny na Mądrość (ułatwienie, jeśli z nią akurat walczysz). W przypadku niepowodzenia zostaje zauroczona-jest traktowana jako obezwładniona i nieświadoma, ale cię słyszy. Obrażenia=czar się skończy. Możesz wpłynąć na pamięć wydarzenia, którego cel doświadczył w ciągu 24h i nie trwało dłużej niż 10 minut. Możesz je usunąć, zmienić, uniemożliwić przypomnienia, itp. Musisz przemówić do istoty, opisując jej zmiany<br>wspomnienia a ona musi cię rozumieć. Jeśli zaklęcie dobiegnie końca, zanim dokończysz opisywanie wydarzenia zmiana nie udaje się. W pozostałych przypadkach koniec zaklęcia oznacza osadzenie zmodyfikowanego wspomnienia. Nielogiczna modyfikacja pamięci jest odrzucana przez umysł na podobieństwo złego snu. Istocie potraktowanej tym zaklęciem, można przywrócić prawdziwą pamięć, rzucając na nią zdjęcie klątwy, albo większe przywrócenie. Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, możesz wpłynąć na wspomnienie sprzed nie więcej niż 7 dni. 7. krąg – 30 dni. 8. krąg – 1 roku. 9. krąg – dowolnego momentu w przeszłości celu.";"Kleryk"
"1";"BLASK FAERIE (Światło)";" Wywoływanie, 1. krąg";" 1 akcja";" 18 metrów";" W";" Koncentracja, do 1 minuty";" Każdy obiekt w sześcianie o boku 6 metrów w zasięgu czaru, zostaje spowity niebieskim, zielonym lub czerwonym światłem (ty wybierasz kolor).<br><br>Istoty znajdujące się w obszarze działania w chwili rzucania zaklęcia, również zostają podświetlone, jeśli nie zdadzą rzutu obronnego na Zręczność. Przez okres trwania czaru, od tych istot i obiektów emanuje na 3 metry słabe światło.<br><br>Obiekty i istoty znajdujące się pod wpływem zaklęcia, nie czerpią żadnych korzyści ze swojej niewidzialności, a ataki przeciwko nim są ułatwiane z ułatwieniem, jeśli napastnik jest w stanie zobaczyć cel.";"Kleryk"
"1";"PŁONĄCE DŁONIE (Światło)";" Wywoływanie, 1. krąg";" 1 akcja";" Na siebie (stożek o długości 4,5 metra)";" W, S";" Natychmiastowy";" Wyciągasz przed siebie rozczapierzone palce dłoni złączonych kciukami, bucha z nich wachlarz płomieni. Każda istota znajdująca się na obszarze stożka o długości 4,5 metra, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 3k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Ogień stworzony tym czarem podpala łatwopalne obiekty, które nie są przez nikogo noszone ani trzymane<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. zwiększasz zadawane obrażenia o 1k6.";"Kleryk"
"2";"PŁOMIENNA KULA (Światło)";" Przywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (trochę łoju, szczypta siarki i pył żelazny)";" Koncentracja, do 1 minuty";" W wolnym miejscu wskazanym w zasięgu czaru, pojawia się kula o promieniu 1,5 metra i pozostaje tam przez czas trwania czaru. Istota kończąca swoją turę w obrębie 1,5 metra od niej, wykonuje rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 2k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. W ramach akcji dodatkowej, możesz przemieścić kulę na odległość do 9 metrów. Jeżeli staranujesz w ten sposób jakieś stworzenie, to musi ono wykonać rzut obronny przeciw obrażeniom zadawanym przez kulę, a ta zaprzestaje ruchu w tej turze.  Podczas przemieszczania kuli, możesz przekraczać nią przeszkody do 1,5 metra wysokości, oraz przeskakiwać nią doły czy przepaście nie szersze niż 3 metry. Kula podpala<br>palne obiekty, które nie są przez nikogo trzymane ani noszone. Świeci jasnym światłem na odległość 6 metrów i słabym na kolejne 6 metrów.";"Kleryk"
"2";"WYPALAJĄCY PROMIEŃ (Światło)";" Wywoływanie, 2. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Tworzysz 3 ogniste promienie i strzelasz nimi w stworzenia w zasięgu czaru. Możesz wszystkie skierować w ten sam cel lub w różne cele.<br><br>Wykonaj atak dystansowy czarem, osobny dla każdego promienia. Przy trafieniu cel otrzymuje 2k6 obrażeń od ognia.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 3. tworzysz dodatkowy promień.";"Kleryk"
"3";"KULA OGNIA (Światło)";" Wywoływanie, 3. krąg";" 1 akcja";" 45 metrów";" W, S, M (niewielka kulka nietoperzowego guana i siarki)";" Natychmiastowy";" Z twojego palca wskazującego wystrzeliwuje jasna smuga, która we wskazanym miejscu w zasięgu czaru z rykiem rozwija się w ognistą eksplozję. Każda istota znajdująca się w obrębie sfery o promieniu 6 metrów ze środkiem we wskazanym punkcie musi wykonać rzut obronny na Zręczność.  W przypadku niepowodzenia otrzymuje 8k6 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.<br><br>Ogień rozprzestrzenia się za rogi i załomy. Podpala łatwopalne obiekty, które nie są trzymane ani noszone.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k6.";"Kleryk"
"3";"ŚWIATŁO DNIA (Światło)";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S";" 1 godzina";" Z wybranego punktu w zasięgu czaru, wyłania się kula jasnego światła o promieniu 18m.<br><br>Jeśli jako cel zaklęcia wskażesz przedmiot, który trzymasz, albo taki, którego nie trzyma ani nie nosi ktoś inny, to światło dobywa się z tego przedmiotu i przemieszcza się wraz z nim. Można je stłumić, zakrywając całkowicie świecący obiekt czymś nieprzezroczystym, np miską lub hełmem.<br><br>W przypadku nawet częściowego nakładania się obszaru tego czaru na obszar ciemności stworzonej zaklęciem kręgu 3. lub niższego, zaklęcie tworzące ciemność zostaje rozproszone.";"Kleryk"
"4";"STRAŻNIK WIARY (Światło)";" Przywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W";" 8 godzin";" W wybranym wolnym miejscu, które widzisz w zasięgu, pojawia się Duży widmowy strażnik, unoszący się w powietrzu przez czas trwania czaru i zajmujący to miejsce. Jego postać jest niewyraźna, poza błyszczącym mieczem i tarczą noszącą symbol tego bóstwa.<br><br>Każda wroga istota, która znajdzie się w obrębie 3 metrów od strażnika po raz pierwszy w swojej turze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 20 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Strażnik znika po zadaniu łącznie 60 punktów obrażeń.";"Kleryk"
"4";"ŚCIANA OGNIA (Światło)";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Kleryk"
"5";"SŁUP OGNIA (Światło)";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta siarki)";" Natychmiastowy";" We wskazane przez ciebie miejsce z rykiem uderza z nieba pionowa kolumna boskiego ognia. Każde stworzenie znajdujące się na obszarze w kształcie walca o promieniu 3 metrów i wysokości 12 metrów, z punktem wyjścia we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia. otrzymanie 4k6 obrażeń od ognia i 4k6 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6, kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia od ognia albo światłości (wedle twojego wyboru) o 1k6.";"Kleryk"
"5";"WIZJA (Światło)";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (fokus o wartości co najmniej 1000sz, taki jak kryształowa kula, srebrne lustro, lub misa z wodą święconą)";" Koncentracja, do 10 minut";" Jesteś w stanie zobaczyć i usłyszeć określoną istotę przebywającą w tej samej sferze egzystencji co ty. Cel musi wykonać rzut obronny na Mądrość, modyfikowany stopniem twojej znajomości celu i rodzajem fizycznego powiązania, które z nim posiadasz( str. 278). Jeżeli cel zdaje sobie sprawę, że rzucasz ten czar, może dobrowolnie poddać się obserwacji i ponosi automatyczną porażkę w rzucie obronnym. Udany rzut obronny = wieszczenie się nie udało, a ty nie możesz ponowić go na tej istocie przez najbliższe 24 godziny. W przypadku nieudanego rzutu, czar tworzy niewidzialny czujnik w obrębie 3 metrów od celu. Możesz patrzeć i słuchać za jego pośrednictwem, tak jakbyś tam był...<br><br>Podręcznik gracza str.279";"Kleryk"
"1";"IDENTYFIKACJA (Wiedza)";" Wieszczenie, 1. krąg (rytuał)";" 1 minuta";" Dotyk";" W, S, M (perła o wartości co najmniej 100 sz i sowie pióro)";" Natychmiastowy";" Podczas rzucania czaru dotykasz przez minutę wybranego przedmiotu. Jeśli jest magiczny lub w jakikolwiek sposób nasączony magią, poznajesz jego właściwości i dowiadujesz się, jak z nich korzystać. Wykrywasz także, czy wymaga zestrojenia z właścicielem oraz ile ewentualnych ładunków posiada, Dowiadujesz się, czy i jakie czary oddziałują obecnie na przedmiot. Jeśli przedmiot został wykonany zaklęciem, poznasz jego nazwę. <br><br>Jeśli podczas rzucania zaklęcia dotykasz stworzenia, a nie przedmiotu, to wykrywasz, pod wpływem jakich czarów aktualnie się znajduje.";"Kleryk"
"1";"ROZKAZ (Wiedza)";" Uroki, 1. krąg";" 1 akcja";" 18 metrów";" W";" 1 runda";" Istota musi ona wykonać udany rzut obronny na Mądrość albo w swojej następnej turze wypełnić twoje polecenie. Zaklęcie nie działa na nieumarłych oraz istoty nierozumiejące twojego języka. Nie odniesie również skutku, jeśli wykonanie go będzie bezpośrednio zagrażało zauroczonej istocie. Poniżej kilka typowych rozkazów. Możesz wydać inne, wówczas MP określa sposób zachowania istoty. Jeżeli cel nie jest w stanie wykonać rozkazu, to zaklęcie się kończy. Podejdź. Przemieszcza się w twoim kierunku najkrótszą i najbardziej bezpośrednią drogą, a gdy znajdzie się 1,5m od ciebie, jego tura się kończy. Puść. Wypuszcza trzymane rzeczy, a jego tura dobiega końca Uciekaj. Cel zaklęcia przeznacza swoją turę na to, by jak najszybciej oddalić się od ciebie. Padnij. Pada powalony na ziemię, a jego tura się kończy. Zatrzymaj się. Cel zaklęcia nie przemieszcza się i nie wykonuje żadnych akcji... <br>Podręcznik gracza str.259 ";"Kleryk"
"2";"SUGESTIA (Wiedza)";" ";" 1 akcja";" 9 metrów";" W, M (język węża i plaster miodu lub kropla słodkiego olejku)";" Koncentracja, do 8 godzin";" Wybierz istotę, która może cię usłyszeć i zrozumieć. Wpływasz na jej umysł i w jednym lub dwóch zdaniach sugerujesz jej kierunek działań. Istoty odporne na zauroczenie są niepodatne. Sugestia musi być sformułowana w taki sposób, by brzmiała rozsądnie. Zaklęcie skończy się, jeśli każesz komuś dźgnąć się nożem, rzucić się na włócznię, podpalić się, albo w inny sposób zaszkodzić samemu sobie.<br>Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia działa zgodnie z twoją sugestią najlepiej jak potrafi. Może to robić przez cały czas trwania zaklęcia, chyba że sugerowane działanie da się ukończyć wcześniej - wówczas ukończenie zadania sprawi, że zaklęcie dobiegnie końca. Możesz określić warunki, w których sugerowane działanie ma zostać rozpoczęte. Przykładowo, możesz zasugerować rycerce, by oddała swego rumaka pierwszemu napotkanemu żebrakowi. Jeśli w czasie trwania czaru okoliczności nie wystąpi, działanie nie zostanie podjęte...<br><br>Podręcznik gracza str.267<br><br>";"Kleryk"
"2";"WRÓŻBA (Wiedza)";" Wieszczenie, 2. krąg (rytuał)";" 1 minuta";" Na siebie";" W, S, M (specjalnie oznaczone pałeczki, kości lub podobne drobiazgi o wartości co najmniej 25 sz)";" Natychmiastowy";" Rozrzucasz wysadzane klejnotami pałeczki, toczysz smocze kości. wykładasz układ zdobionych kart lub używasz innego wróżbiarskiego narzędzia, po czym otrzymujesz znak od bytu pochodzącego z innego świata, zdradzający ci efekt działań, które planujesz podjąć w ciągu następnych 30 minut. MP wybiera spośród możliwych znaków:<br>*Szczęście dla dobrej wróżby<br>*Nieszczęście dla złej wróżby<br>*Szczęście i nieszczęście dla jednocześnie dobrej i złej wróżby<br>*Nic dla wróżby niebędącej szczególnie złą ani dobrą.<br>Zaklęcie nie uwzględnia żadnych potencjalnych okoliczności mogących wpłynąć na wynik wróżby, takich jak rzucenie dodatkowych zaklęć bądź utrata lub uzyskanie towarzysza. Jeżeli przed zakończeniem długiego odpoczynku rzucisz to<br>zaklęcie więcej niż raz, za każdym kolejnym razem istnieje kumulatywne 25% ryzyka, że otrzymasz losową wróżbę. MP wykonuje len rzut w tajemnicy.";"Kleryk"
"3";"NIEWYKRYWALNOŚĆ (Wiedza)";" Odpychanie, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (szczypta diamentowego pyłu o wartości 25 sz, którym należy obsypać cel, zużywana przez zaklęcie)";" 8 godzin";" Na czas trwania zaklęcia, ukrywasz dotknięty cel przed magią wieszczenia. Celem może być przychylne stworzenie, miejsce albo obiekt, którego żaden z wymiarów nie przekracza 3 metrów.<br><br>Chronionego tym zaklęciem celu nie można objąć magią wieszczenia ani wykryć magicznymi czujnikami.";"Kleryk"
"3";"ROZMAWIANIE Z UMARŁYMI (Wiedza)";" Nekromancja, 3. krąg";" 1 akcja";" 3 metry";" W, S, M (płonące kadzidło)";" 10 minut";" Budzisz namiastkę życia i rozumu w wybranych zwłokach znajdujących się w zasięgu czaru, dzięki czemu mogą odpowiadać na twoje pytania. Zwłoki muszą wciąż posiadać usta i nie mogą być nieumarłymi. Jeżeli zwłoki były celem tego zaklęcia w ciągu ostatnich 10 dni, to czar nie zadziała. <br><br>W czasie trwania czaru, możesz zadać zmarłemu do pięciu pytań. Zmarły wie jedynie to, co wiedział za życia, z uwzględnieniem znanych mu języków. Z reguły udziela odpowiedzi krótkich, zagadkowych lub powtarzających się odpowiedzi. Nie czuje się też zobligowany do mówienia prawdy, jeśli zachowujesz się wrogo, albo jeśli uzna cię za przeciwnika. Zaklęcie to nie  przywraca ciału duszy, lecz tylko je animuje. Z tego powodu, zmarły nie może zdobyć nowych<br>informacji, ani nie kojarzy niczego, co miało miejsce po jego śmierci. Nie może też snuć domysłów dotyczących przyszłości.";"Kleryk"
"4";"MAGICZNE OKO (Wiedza)";" Wieszczenie, 4. krąg";" 1 akcja";" 9 metrów";" W, S, M (odrobiona futra nietoperza)";" Koncentracja, do 1 godziny";" Tworzysz w zasięgu czaru niewidzialne magiczne oko, unoszące się w powietrzu przez cały czas trwania zaklęcia. <br>Telepatycznie odbierasz widziane przez nie obrazy. Oko posiada zdolność widzenia w normalnych warunkach oraz widzenia w ciemności na odległość 9 metrów. Może patrzeć w każdym kierunku. <br>W ramach swojej akcji możesz przemieścić oko do 9 metrów w dowolnym kierunku. Nie ma ograniczeń odległości, na jaką możesz oddalić je od siebie, ale nie może ono zmienić sfery egzystencji. Ruch oka może zostać zablokowany przez twardą przeszkodę, ale może się ono przedostać nawet przez otwory o średnicy 2 centymetrów.";"Kleryk"
"4";"ZAMĘT (Wiedza)";" Uroki, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (trzy łupiny orzecha)";" Koncentracja, do 1 minuty";" Czar atakuje i wypacza umysły. Każde stworzenie znajdujące się w obrębie sfery o promieniu 3 metrów, której punkt wyjścia leży we wskazanym przez ciebie miejscu w zasięgu czaru, musi wykonać rzut obronny na Mądrość. W Przypadku<br>niepowodzenia, ulega wpływowi zaklęcia. Stworzenie pod działaniem zamętu nie może używać reakcji i na początku każdej swojej tury musi rzutem k10 określić swoje zachowanie podczas tej tury. <br>1: Nie wykonuje w tej turze żadnej akcji,swój ruch przeznacza na podążanie w przypadkowym kierunku. Aby go określić, rzuć k8, przypisując każdej ścianie kości konkretny kierunek.<br>2-6: Istota w tej turze, rusza się i nie wykonuje żadnych akcji.<br>7-8: Istota wykorzystuje swoją akcję, by zaatakować wręcz losowe stworzenie w swojej strefie kontroli. Jeśli nie ma żadnego celu w strefie kontroli, to w tej turze nie robi nic.<br>9-10: Istota działa i porusza się normalnie.<br>Pod koniec każdej swojej tury, może wykonać rzut obronny na Mądrość. Sukces oznacza wyzwolenie się...<br><br>Podręcznik gracza str.284";"Kleryk"
"5";"LEGENDARNA WIEDZA (Wiedza)";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (kadzidło o wartości co najmniej 250sz, zużywane przez zaklęcie, oraz cztery skrawki kości słoniowej, każdy o wartości co najmniej 50 sz)";" Natychmiastowy";" Nazywasz lub opisujesz istotę, miejsce lub obiekt. Dzięki temu czarowi do twojej głowy napływa krótkie podsumowanie najistotniejszych przekazów na ich temat. Wiedza ta może bazować na krążących obecnie opowieściach, zapomnianych historiach, a nawet sekretach, które nigdy nie były szeroko znane. Jeżeli określona przez ciebie rzecz nie ma legendarnego znaczenia, to nie zdobywasz żadnych informacji. Im więcej już wiesz o celu zaklęcia, tym<br> dokładniejsze i konkretniejsze są uzyskiwane informacje...<br><br>Podręcznik gracza str.232<br>";"Kleryk"
"5";"WIZJA (Wiedza)";" Wieszczenie, 5. krąg";" 10 minut";" Na siebie";" W, S, M (fokus o wartości co najmniej 1000sz, taki jak kryształowa kula, srebrne lustro, lub misa z wodą święconą)";" Koncentracja, do 10 minut";" Jesteś w stanie zobaczyć i usłyszeć określoną istotę przebywającą w tej samej sferze egzystencji co ty. Cel musi wykonać rzut obronny na Mądrość, modyfikowany stopniem twojej znajomości celu i rodzajem fizycznego powiązania, które z nim posiadasz( str. 278). Jeżeli cel zdaje sobie sprawę, że rzucasz ten czar, może dobrowolnie poddać się obserwacji i ponosi automatyczną porażkę w rzucie obronnym. Udany rzut obronny = wieszczenie się nie udało, a ty nie możesz ponowić go na tej istocie przez najbliższe 24 godziny. W przypadku nieudanego rzutu, czar tworzy niewidzialny czujnik w obrębie 3 metrów od celu. Możesz patrzeć i słuchać za jego pośrednictwem, tak jakbyś tam był...<br><br>Podręcznik gracza str.279";"Kleryk"
"1";"BOSKA ŁASKA (Wojna)";" Wywoływanie, 1. krąg";" 1 akcja dodatkowa";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Modlitwa napełnia cię boskim blaskiem.<br><br>Póki trwa zaklęcie, twoje ataki bronią zadają po trafieniu dodatkowe 1k4 obrażeń od światłości.";"Kleryk"
"1";"TARCZA WIARY (Wojna)";" Odpychanie, 1. krąg";" 1 akcja dodatkowa";" 18 metrów";" W, S, M (niewielki pergamin z fragmentem świętego tekstu)";" Koncentracja, do 10 minut";" Wybraną przez ciebie istotę w zasięgu czaru, otacza migocząca osłona, która zapewnia jej +2 KP na czas trwania zaklęcia.";"Kleryk"
"2";"DUCHOWA BROŃ (Wojna)";" Wywoływanie, 2. krąg";" 1 akcja dodatkowa";" 18 metrów";" W, S";" 1 minuta";" Tworzysz unoszącą się w powietrzu widmową broń, która istnieje przez czas działania czaru, lub do chwili, kiedy przywołasz kolejną. Rzuciwszy ten czar, możesz wykonać atak wręcz czarem przeciw istocie w odległości do 1,5 metra od duchowej broni. Jeśli atak trafi, cel otrzyma obrażenia w wysokości 1k8 + modyfikator z twojej cechy bazowej.<br><br>W ramach akcji dodatkowej w swojej turze możesz przemieścić duchową broń na odległość do 6 metrów i ponowić atak na cel znajdujący się nie dalej niż 1,5 metra od niej. Sam określasz formę broni. Klerycy bóstw mających swoje charakterystyczne bronie (np. Św Cuthberta słynącego z walki pałką, albo Thora walczącego młotem) sprawiają, że efekt zaklęcia przypomina odpowiednią broń.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 3. kręgu, za każde dwa kręgi powyżej 2. zwiększasz obrażenia o 1k8.";"Kleryk"
"2";"MAGICZNA BROŃ (Wojna)";" Przemiany, 2. krąg";" 1 akcja dodatkowa";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz egzemplarza niemagicznej broni.<br><br>Na czas trwania czaru staje się ona magiczną bronią z modyfikatorem +1 do ataku i obrażeń.";"Kleryk"
"3";"DUCHOWI STRAŻNICY (Wojna)";" Przywoływanie, 3. krąg";" 1 akcja";" Na siebie (okrąg o promieniu 4,5 metra)";" W, S, M (święty symbol)";" Koncentracja, do 10 minut";" Przyzywasz duchy, aby cię strzegły. W trakcie trwania czaru, przemykają wokół ciebie w promieniu 4,5m. Jeśli masz charakter dobry albo neutralny, ich widmowe postacie przypominają anioły lub fey, a jeśli zły - wyglądają jak czarty. Rzucając ten czar, możesz wskazać dowolną liczbę widocznych istot, które nie zostaną nim objęte. Istoty, na które działa zaklęcie, tracą na jego obszarze połowę szybkości. Gdy istota wejdzie w obszar czaru po raz pierwszy w swojej turze, albo ją tam rozpocznie, musi wykonać rzut<br>obronny na Mądrość. W przypadku niepowodzenia, otrzymuje 3k8 obrażeń od światłości (jeśli masz dobry, albo neutralny charakter), albo 3k8 obrażeń nekrotycznych (jeśli masz zły charakter). Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 4, kręgu, za każdy krąg powyżej 3., zwiększasz obrażenia o 1k8.";"Kleryk"
"3";"PŁASZCZ KRZYŻOWCA (Wojna)";" Wywoływanie, 3. krąg";" 1 akcja";" Na siebie";" W";" Koncentracja, do 1 minuty";" Święta energia rozpalająca odwagę sojuszników, promieniuje od ciebie tworząc aurę o średnicy 9 metrów.<br><br>Podczas trwania czaru, aura ta przemieszcza się wraz z tobą, a wszelkie przebywające w niej sojusznicze istoty (włączając ciebie), zadają atakami bronią dodatkowe 1k4 obrażeń od światłości.";"Kleryk"
"4";"KAMIENNA SKÓRA (Wojna)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 godziny";" Zaklęciem tym sprawiasz, że ciało dotkniętego przychylnego stworzenia staje się twarde jak głaz.<br><br>Do końca trwania czaru, jego cel jest odporny na niemagiczne obrażenia cięte, kłute i obuchowe.";"Kleryk"
"4";"SWOBODA RUCHU (Wojna)";" Odpychanie, 4. krąg";" 1 akcja";" Dotyk";" W, S, M (rzemień zawiązany wokół ramienia lub podobnej kończyny)";" 1 godzina";" Dotykasz przychylnej ci istoty. Przez czas trwania czaru na jej poruszanie się nie wpływa trudny teren, a zaklęcia i magiczne efekty nie mogą zredukować jej szybkości ani spowodować paraliżu lub unieruchomienia. <br><br>Istota będąca pod wpływem tego zaklęcia, może również zużyć 1.5 metra szybkości, aby automatycznie oswobodzić się z niemagicznych więzów, takich jak kajdany albo bycie pochwyconą.<br><br>Ponadto przebywanie pod wodą nie powoduje u niej kar do ruchu i ataków";"Kleryk"
"5";"SŁUP OGNIA (Wojna)";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta siarki)";" Natychmiastowy";" We wskazane przez ciebie miejsce z rykiem uderza z nieba pionowa kolumna boskiego ognia. Każde stworzenie znajdujące się na obszarze w kształcie walca o promieniu 3 metrów i wysokości 12 metrów, z punktem wyjścia we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia. otrzymanie 4k6 obrażeń od ognia i 4k6 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6, kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia od ognia albo światłości (wedle twojego wyboru) o 1k6.";"Kleryk"
"5";"UNIERUCHOMIENIE POTWORA (Wojna)";" Uroki, 5. krąg";" 1 akcja";" 27 metrów";" W, S, M (mały, prosty kawałek żelaza)";" Koncentracja, do 1 minuty";" Wybierasz stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia, zostaje sparaliżowany na czas trwania czaru. Zaklęcie nie działa na nieumarłych. Pod koniec każdej swojej tury, cel może ponowić rzut na Mądrość. Udany rzut oznacza wyzwolenie się z efektu czaru.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując, komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. możesz objąć czarem jedno dodatkowe stworzenie. Wszystkie cele zaklęcia muszą znajdować się w obrębie 9 metrów od siebie.";"Kleryk"
