"0";"CIERNIOWY BICZ";" Przemiany, sztuczka";" 1 akcja";" 9 metrów";" W,S,M (łodyga kolczastej rośliny)";" Natychmiastowy";" Tworzysz długi, podobny do cierniowego pnącza bicz, który na twoje polecenie uderza wybraną istotę znajdującą się w zasięgu. Wykonaj przeciw niej test ataku wręcz czarem.Przy trafieniu, zadajesz 1k6 obrażeń kłutych, a jeśli jest to istota Duża lub mniejsza, przyciągasz ją do siebie o maksymalnie 3m.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6).";"Druid"
"2";"PYŁOWY WIR";" Przywoływanie, 2. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta pyłu)";" Koncentracja, do 1 minuty";" Wybierasz obszar powietrza, który widzisz w zasięgu czaru i który mieści się W sześcianie o boku 1,5 metra. Energia żywiołów przypominająca wir pyłu pojawia się tam i utrzymuje się przez czas trwania czaru.<br><br>Każda istota kończąca swoją turę w obrębie 1,5 metra od niego musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 1k8 obrażeń obuchowych i zostaje odepchnięta o 3 metry od pyłowego wiru. Udany rzut zmniejsza obrażenia o połowę i zapobiega odepchnięcia.<br><br>W ramach akcji dodatkowej możesz przemieścić wir na odległość do 9 metrów w dowolnym kierunku. Jeśli wir porusza się nad piaskiem, pyłem, sypką ziemią lub lekkim żwirem, zasysa je i tworzy wokół siebie chmurę o promieniu 3 metrów, która utrzymuje się do początku twojej następnej tury. Obszar ten jest pozbawiony widoczności.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k8.";"Druid (XGE)"
"2";"UZDRAWIAJĄCY DUCH";" Przywoływanie, 2. krąg";" 1 akcja dodatkowa";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";" Wzywasz ducha natury, by ulżyć rannym w cierpieniu. Niematerialny duch pojawia się w przestrzeni będącej sześcianem o boku 1,5 metra, którą widzisz w zasięgu czaru. Duch wygląda jak przezroczysta bestia lub istota fey (wedle twojego wyboru).<br><br>Podczas trwania czaru, kiedy ty albo stworzenie, które widzisz, wchodzi w przestrzeń zajmowaną„przez ducha po raz pierwszy w swojej turze albo rozpoczyna tam swoją turę, możesz sprawić, aby duch przywrócił mu 1k6 punktów wytrzymałości (bez konieczności użycia akcji). Duch nie może uleczyć konstruktów i nieumarłych. Duch może leczyć liczbę razy równą 1+ twój modyfikator z cechy bazowej (minimum dwa), a po jej wykorzystaniu znika.<br><br>W ramach akcji dodatkowej w swojej turze możesz przemieścić ducha na odległość do 9 metrów w miejsce które widzisz.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. leczenie przywraca dodatkowe 1k6 punktów wytrzymałości.";"Druid (XGE)"
"2";"UZIEMIENIE";" Przemiany, 2. krąg";" 1 akcja";" 90 metrów";" W";" Koncentracja, do 1 minuty";"   Wybierasz stworzenie, które widzisz w zasięgu czaru. Oplatają je żółte wstęgi magicznej energii. Cel musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia jego szybkość lotu (jeśli ją posiada) spada do 0 na czas trwania czaru. Stworzenie znajdujące się W powietrzu - objęte działaniem tego czaru - opada bezpiecznie z prędkością 18 metrów na rundę do chwili zetknięcia z ziemią lub zakończenia czaru.";"Druid (XGE)"
"3";"FALA PRZYPŁYWU";" Przywoływanie, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kropla wody)";" Natychmiastowy";" Przywołujesz falę wody, która uderza w obszar w zasięgu czaru. Obszar ten może mieć do 9 metrów długości, do 3 metrów szerokości i do 3 metrów wysokości. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 4k8 obrażeń obuchowych i zostaje powalone. Udany rzut zmniejsza obrażenia o połowę i zapobiega powaleniu. Następnie woda rozlewa się po ziemi we wszystkich kierunkach,<br>gasząc niechronione płomienie w tym obszarze i w obrębie 9 metrów od niego, po czym znika.";"Druid (XGE)"
"3";"PŁOMIENNE STRZAŁY";" Przemiany, 3. krąg";" 1 akcja";" Dotyk";" W, S";" Koncentracja, do 1 godziny";" Dotykasz kołczanu ze strzałami lub bełtami. Przy trafieniu atakiem dystansowym bronią z użyciem amunicji wyciągniętej z kołczanu cel otrzymuje 1k6 dodatkowych obrażeń od ognia. Działanie czaru na pocisk kończy się niezależnie od tego, czy udało ci się trafić, a samo zaklęcie kończy się po wyciągnięciu z kołczanu 12 sztuk amunicji. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. możesz zwiększyć liczbę sztuk amunicji objętych tym czarem o 2.";"Druid (XGE)"
"3";"ŚCIANA WODY";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S, M (kropla wody)";" Koncentracja, do 10 minut";" Tworzysz ścianę wody na ziemi W punkcie, który widzisz w zasięgu czaru. Możesz nadać jej formę płaskiego- muru o długości do 9 metrów, wysokości do 3 metrów i grubości do 30. centymetrów albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości do 30 centymetrów. Ściana znika, gdy zaklęcie dobiegnie końca. Przestrzeń zajmowana przez ścianę stanowi trudny teren.<br><br>Każdy test ataku dystansowego bronią, który wchodzi w przestrzeń zajmowaną przez ścianę, jest wykonywany z utrudnieniem, a obrażenia od ognia są zmniejszone o połowę, jeśli wywołujący je efekt przechodzi przez ścianę, aby dosięgnąć celu. Czary, które zadają obrażenia od zimna i przechodzą przez ścianę, powodują zamarznięcie odpowiedniego jej fragmentu (wielkości co najmniej kwadratu o boku 1,5 metra). Każdy zamarznięty kwadrat o boku 1,5 metra ma KP 5 i 15 PW. Ulega zniszczeniu, jeśli jego PW spadną do 0. Gdy fragment zostaje zniszczony, woda nie wypełnia ponownie tego obszaru.";"Druid (XGE)"
"3";"WYBUCH ZIEMI";" Przemiany, 3. krąg";" 1 akcja";" 36 metrów";" W, S, M (kawałek obsydianu)";" Natychmiastowy";" Wybierasz punkt na ziemi, który widzisz w zasięgu czaru. Fontanna kamieni i rozrytej ziemi wybucha w obszarze sześcianu o boku 6 metrów i środku W tym punkcie. Każde stworzenie W tym obszarze musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 3k12 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Ponadto obszar ten zmienia się w trudny teren, dopóki nie zostanie uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k12.";"Druid (XGE)"
"4";"STRAŻNIK NATURY";" Przemiany, 4. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";" Duch natury odpowiada na twoje wezwanie i przekształca cię w potężnego strażnika. Przemiana trwa do zakończenia czaru. Wybierasz jedną z form: pierwotną bestię lub olbrzymie drzewo. <br><br>Pierwotna bestia. Twoje ciało porasta zwierzęce futro,  rysy twarzy dziczeją. Zyskujesz następujące korzyści:<br>- Twoja szybkość chodzenia zwiększa się o 3 metry. <br>- Zyskujesz zdolność widzenia w ciemności na odległość 36 metrów.<br>- Masz ułatwienie w testach ataku opartych na Sile. <br>-Twoje ataki wręcz bronią przy trafieniu zadają 1k6 dodatkowych obrażeń od mocy.<br><br>Olbrzymie drzewo. Twoja skóra zaczyna przypominać korę, a z włosów wyrastają liście. Zyskujesz następujące korzyści:<br>- Zyskujesz 10 tymczasowych PW.<br>-Masz ułatwienie w rzutach obronnych na Kondycję.<br>-Masz ułatwienie w testach ataku opartych na Zręczności i Mądrości.<br>. Gdy stoisz na ziemi, obszar W obrębie 4,5 metra od ciebie stanowi trudny teren dla twoich wrogów.";"Druid (XGE)"
"4";"WODNA KULA";" Przywoływanie, 4. krąg";" 1 akcja";" 27 metrów";" W, S, M (kropelka wody)";" Koncentracja, do 1 minuty";" Przywołujesz sferę wody o promieniu 1,5 metra ze środkiem w punkcie, który widzisz w zasięgu czaru. Sfera może się unosić, ale najwyżej 3 metry nad podłożem. Sfera utrzymuje się przez czas trwania czaru.<br><br>Każde stworzenie znajdujące się w sferze musi wykonać rzut obronny na Siłę. Udany rzut powoduje bezpieczne przeniesienie stworzenia poza sferę na wybrane przez nie najbliższe wolne miejsce. Wielkie lub większe stworzenia odnoszą automatyczny sukces w tym rzucie, a Duże lub mniejsze mogą zdecydować się na porażkę. W przypadku niepowodzenia stworzenie zostaje unieruchomione przez sferę i otoczone wodą. Pod koniec każdej swojej tury stworzenie może powtórzyć rzut obronny. Udany rzut oznacza wyzwolenie się spod działania efektu...<br><br>Przewodnik Xanathara po wszystkim str.169<br><br>";"Druid (XGE)"
"4";"ZAUROCZENIE POTWORA";" Uroki, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" 1 godzina";" Próbujesz zauroczyć stworzenie, które widzisz w zasięgu czaru. Musi ono wykonać rzut obronny na Mądrość, w którym ma ułatwienie, jeśli walczy z tobą lub którymś z twoich towarzyszy. przypadku niepowodzenia zostaje przez ciebie zauroczone na czas trwania zaklęcia lub do momentu, w którym ty lub któryś twoich towarzyszy   zadziałacie na jego szkodę. Zauroczone stworzenie jest przyjazne wobec ciebie. Gdy czar dobiega końca, cel ma świadomość, że został przez ciebie zauroczony. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Druid (XGE)"
"4";"ŻYWIOŁ ZGUBY";" Przemiany, 4. krąg";" 1 akcja";" 27 metrów";" W, S";" Koncentracja, do 1 minuty";" Wybierasz stworzenie, które widzisz w zasięgu czaru, i jeden z następujących typów obrażeń: od dźwięku, elektryczności, kwasu, ognia albo zimna. Cel musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje objęty działaniem czaru na czas jego trwania. Gdy cel będący pod wpływem tego czaru po raz pierwszy w każdej turze otrzymuje obrażenia wybranego typu, otrzymuje dodatkowo 2k6 obrażeń tego samego typu. Co więcej, na czas trwania czaru cel traci odporność na ten typ obrażeń. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. 7 możesz objąć czarem dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Druid (XGE)"
"5";"KIPIEL";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (lejek z liścia lub kawałka papieru)";" Koncentracja, do 1 minuty";" Wirująca masa wody o głębokości 1,5 metra pojawia się na obszarze o promieniu 9 metrów i środku w punkcie, który widzisz w zasięgu czaru. Punkt ten musi znajdować się na ziemi lub w zbiorniku wodnym. Podczas trwania czaru obszar ten stanowi trudny teren, a każde stworzenie rozpoczynające w nim swoją turę musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia otrzymuje 6k6  obrażeń obuchowych i zostaje przyciągnięte o 3 metry do środka.";"Druid (XGE)"
"5";"KONTROLA WIATRU";" Przemiany, 5. krąg";" 1 akcja";" 90 metrów";" W, S";" Koncentracja, do 1 godziny";" Przejmujesz kontrolę nad powietrzem, które widzisz w zasięgu czaru i które mieści się w sześcianie o boku 30 metrów. Podczas rzucania czaru wybierz jedną z podanych możliwości. Efekt utrzymuje się przez czas trwania czaru, chyba że zmienisz go na inny w ramach akcji w późniejszej turze. Możesz również w ramach akcji tymczasowo wstrzymać efekt lub wznowić efekt uprzednio wstrzymany.<br><br>Podmuchy. W wybranym obszarze wiatr zaczyna wiać poziomo we wskazanym przez ciebie kierunku. Wybierasz moc wiatru - słaby, umiarkowany lub silny. Przy umiarkowanym lub silnym wietrze testy ataków dystansowych bronią są wykonywane z utrudnieniem, jeśli atak ma swoje źródło lub cel w tym obszarze lub jeśli przez niego przechodzi. Przy silnym wietrze poruszanie się pod wiatr kosztuje dodatkowy metr szybkości za każdy przebyty metr...<br><br>Przewodnik Xanathara po wszystkim str.155";"Druid (XGE)"
"5";"PRZEMIANA SKAŁY";" Przemiany, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (glina i woda)";" Do rozproszenia";" Wybierasz obszar kamienia lub błota, który widzisz w zasięgu czaru i który mieści się w sześcianie o boku 12 metrów, a także jeden z następujących efektów. <br><br>Przemiana skały w błoto. <br><br>Przemiana błota w skałę<br><br>Przewodnik Xanathara po wszystkim str.162";"Druid (XGE)"
"5";"WŚCIEKŁOŚĆ NATURY";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Wzywasz duchy natury, by ruszyły na twoich wrogów. Wybierasz punkt, który widzisz w zasięgu czaru. Duchy sprawiają, że w obszarze sześcianu o boku 18 metrów i środku w wybranym punkcie drzewa, kamienie 1 trawy ożywają na czas trwania czaru.<br><br>Drzewa...<br><br>Kamienie... <br><br>Korzenie i pnącza...  <br><br>Trawy i zarośla... <br><br>Przewodnik Xanathara po Wszystkim str.169";"Druid (XGE)"
"6";"DRUIDYCZNY GAJ";" Odpychanie, 6. krąg";" 10 minut";" Dotyk";" W, S, M (jemioła ścięta złotym sierpem w świetle pełni księżyca, zużywana przez zaklęcie)";" 24 godziny";" Wzywasz duchy natury, by chroniły obszar znajdujący się na otwartym terenie lub pod ziemią. Obszar ten może mieścić się w sześcianie o boku od 9 do 27 metrów. Budynki i inne konstrukcje są wyłączone z obszaru działania zaklęcia. Rzucanie tego czaru na tym samym obszarze codziennie przez cały rok powoduje jego utrwalenie do czasu rozproszenia.<br>Zaklęcie wywołuje na tym obszarze opisane niżej efekty. Podczas rzucania czaru możesz określić stworzenia, które będą niepodatne na jego efekty. Możesz także ustalić hasło, które po wypowiedzeniu zapewnia niepodatność na te efekty...<br><br>Przewodnik Xanathara po wszystkim str.152<br><br>";"Druid (XGE)"
"6";"INWESTYTURA KAMIENIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru twoje ciało pokrywa warstwa kamieni i zyskujesz następujące korzyści:<br>-Masz odporność na obrażenia cięte, kłute i obuchowe z niemagicznych ataków.<br>-W ramach akcji możesz wywołać małe trzęsienie ziemi w promieniu 4,5 metra wokół siebie. Inne stworzenia znajdujące się na ziemi w tym obszarze muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia zostają powalone.<br>-Pokonywanie trudnego terenu spowodowanego ziemią lub skałą nie kosztuje cię dodatkowej szybkości. Możesz przechodzić przez ubitą ziemię lub litą skałę jak przez powietrze bez naruszania ich struktury, ale nie możesz zakończyć w nich swojego ruchu. Jeśli to zrobisz, zostajesz wypchnięty w najbliższe wolne miejsce i ogłuszony do końca swojej następnej tury, a zaklęcie dobiega końca. ";"Druid (XGE)"
"6";"INWESTYTURA LODU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru twoje ciało pokrywa warstwa szronu i zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od zimna i odporność na obrażenia od ognia.<br>-Pokonywanie trudnego terenu spowodowanego lodem lub śniegiem nie kosztuje cię dodatkowej szybkości.<br>-Obszar w promieniu 3 metrów od ciebie pokrywa się , lodem i stanowi trudny teren dla wszystkich stworzeń oprócz ciebie. Obszar ten przemieszcza się wraz z tobą.<br>-W ramach akcji możesz wyciągnąć rękę w wybranym kierunku i stworzyć stożek lodowatego wiatru o długości 4,5 metra. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję, W Przypadku niepowodzenia otrzymuje 4k6 obrażeń od zimna. Udany rzut zmniejsza obrażenia o połowę. Szybkość stworzenia, które poniosło porażkę w rzucie obronnym, zmniejsza się o połowę do początku twojej następnej tury.";"Druid (XGE)"
"6";"INWESTYTURA OGNIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Twoje ciało pokrywają płomienie, które emanują jasnym światłem w promieniu 9 metrów i słabym światłem w promieniu kolejnych 9 metrów przez czas trwania czaru. Płomienie nie wyrządzają ci krzywdy. Podczas trwania czaru zyskujesz następujące korzyści:<br>-Masz niepodatność na obrażenia od ognia i odporność na obrażenia od zimna.<br>-Każde stworzenie wchodzące po raz pierwszy w swojej turze w obszar w obrębie 1,5 metra od ciebie lub kończące tam swoją turę otrzymuje 1k10 obrażeń od ognia. <br>-W ramach akcji możesz stworzyć linię ognia - w kształcie prostej o długości 4,5 metra i szerokości 1,5 metra rozciągającą się od ciebie w wybranym kierunku. Każde stworzenie, które znajdzie się w tym obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę.";"Druid (XGE)"
"6";"INWESTYTURA WIATRU";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"   Podczas trwania czaru wokół ciebie wiruje wiatr i zyskujesz następujące korzyści:<br>-Testy ataków dystansowych bronią przeciw tobie są wykonywane z utrudnieniem.<br>-Masz szybkość lotu 18 metrów. Jeśli zaklęcie dobiega końca, a ty nadal znajdujesz się w powietrzu, spadasz, chyba że możesz jakoś temu zapobiec. <br>-W ramach akcji możesz stworzyć sześcian wirującego wiatru o boku 4,5 metra i środku w punkcie, który widzisz w obrębie 18 metrów od siebie. Każde stworzenie w tym obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 2k10 obrażeń obuchowych. Udany rzut zmniejsza obrażenia o połowę. Jeśli Duże lub mniejsze stworzenie poniesie porażkę w rzucie obronnym, to zostaje również odepchnięte na odległość do 3 metrów od środka sześcianu.";"Druid (XGE)"
"6";"KOŚCI ZIEMI";" Przemiany, 6. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Powodujesz, że z ziemi wyrasta do sześciu kolumn w miejscach, które widzisz w zasięgu czaru. Każda kolumna ma kształt walca o średnicy 1,5 metra i wysokości, do 9 metrów. Podłoże, z którego wyrasta kolumna, musi mieć wystarczającą powierzchnię, by zmieścić średnicę kolumny. Możesz wybrać miejsce zajmowane przez istotę jeśli jest ona Średnia lub mniejsza. Każda kolumna ma KP 5 i 30 PW. Kiedy jej PW spadną do 0, kolumna się rozpada, a powstały gruz zmienia obszar o promieniu 3 metrów w trudny teren, dopóki nie zostanie on uprzątnięty. Ręczne oczyszczenie każdego 1,5-metrowego fragmentu wymaga co najmniej 1 minuty...<br><br>Przewodnik Xanathara po wszystkim str.155";"Druid (XGE)"
"6";"PIERWOTNA OCHRONA";" Odpychanie, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Zyskujesz odporność na obrażenia od dźwięku, elektryczności, kwasu, ognia i zimna na czas trwania czaru. <br><br>Kiedy otrzymasz obrażenia jednego z tych typów, możesz w ramach reakcji zyskać niepodatność na ten typ obrażeń również przeciw atakowi, na który reagujesz.Jeśli to zrobisz, odporność się kończy, a ty masz niepodatność do końca swojej następnej tury, kiedy to czar dobiega końca.";"Druid (XGE)"
"7";"TRĄBA POWIETRZNA";" Wywoływanie, 7. krąg";" 1 akcja";" 90 metrów";" W, M (kawałek słomy)";" Koncentracja, do 1 minuty";" Z punktu, który widzisz W zasięgu czaru, unosi się wyjąca trąba powietrzna. Ma kształt walca o promieniu 3 metrów, wysokości 9 metrów i punkcie wyjścia we wskazanym miejscu. Podczas trwania czaru w ramach akcji możesz przesunąć trąbę powietrzną do 9 metrów po podłożu w dowolnym kierunku. Wciąga ona Średnie lub mniejsze obiekty, które nie są o niczego przymocowane, noszone ani trzymane...<br><br>Przewodnik Xanathara po wszystkim str.167";"Druid (XGE)"
