"0";"KUGLARSTWO";" Przemiany, sztuczka";" 1 akcja";" 3 metry";" W, S";" Do 1 godziny";" Wywołujesz jeden z magicznych efektów:<br>1. Sensoryczny, np.: deszcz iskier, podmuch wiatru, muzyka lub dziwaczny zapach.<br>2. Natychmiast gasisz/zapalasz świecę, pochodnię lub małe ognisko.<br>3. Natychmiast oczyszczasz/brudzisz obiekt o objętości do 27 litrów.<br>4. Na godzinę schładzasz, podgrzewasz lub nadajesz smak nieożywionej materii o objętości do 27 litrów.<br>5. Sprawiasz, że na obiekcie lub powierzchni, na godzinę pojawia się określony kolor, znak lub symbol.<br>6. Tworzysz niemagiczną błyskotkę/iluzoryczny obraz, mieszczący się w twojej dłoni, będącą widoczną do twojej następnej tury.<br>Jeśli rzucisz to zaklęcie wiele razy, możesz jednocześnie utrzymać do trzech spośród nienatychmiastowych efektów, a w ramach akcji możesz odwołać pojedynczy efekt.";"Czarownik"
"3";"OŻYWIENIE (Niebianin)";" Nekromancja, 3. krąg";" 1 akcja";" Dotyk";" W, S, M (diamenty o wartości 300 sz)";" Natychmiastowy";" Dotykasz istoty, która umarła w ciągu ostatniej minuty. Wraca do życia z 1 PW.<br><br>Przy pomocy tego zaklęcia nie można przywołać istoty zmarłej ze starości ani odtworzyć utraconych części ciała.";"Czarownik (Xanatar)"
"3";"ŚWIATŁO DNIA (Niebianin)";" Wywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S";" 1 godzina";" Z wybranego punktu w zasięgu czaru, wyłania się kula jasnego światła o promieniu 18m.<br><br>Jeśli jako cel zaklęcia wskażesz przedmiot, który trzymasz, albo taki, którego nie trzyma ani nie nosi ktoś inny, to światło dobywa się z tego przedmiotu i przemieszcza się wraz z nim. Można je stłumić, zakrywając całkowicie świecący obiekt czymś nieprzezroczystym, np miską lub hełmem.<br><br>W przypadku nawet częściowego nakładania się obszaru tego czaru na obszar ciemności stworzonej zaklęciem kręgu 3. lub niższego, zaklęcie tworzące ciemność zostaje rozproszone.";"Czarownik (Xanatar)"
"4";"STRAŻNIK WIARY (Niebianin)";" Przywoływanie, 4. krąg";" 1 akcja";" 9 metrów";" W";" 8 godzin";" W wybranym wolnym miejscu, które widzisz w zasięgu, pojawia się Duży widmowy strażnik, unoszący się w powietrzu przez czas trwania czaru i zajmujący to miejsce. Jego postać jest niewyraźna, poza błyszczącym mieczem i tarczą noszącą symbol tego bóstwa.<br><br>Każda wroga istota, która znajdzie się w obrębie 3 metrów od strażnika po raz pierwszy w swojej turze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 20 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Strażnik znika po zadaniu łącznie 60 punktów obrażeń.";"Czarownik (Xanatar)"
"4";"ŚCIANA OGNIA (Niebianin)";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S, M (niewielki kawałek fosforu)";" Koncentracja, do 1 minuty";" Na stałej powierzchni w zasięgu czaru, wywołujesz ścianę ognia. Możesz nadać jej formę płaskiego muru o długości do 18 metrów, wysokości do 6 metrów i grubości 30 centymetrów, albo pierścienia o średnicy do 6 metrów, wysokości do 6 metrów i grubości 30 centymetrów. Ściana jest nieprzezroczysta i istnieje przez cały czas działania zaklęcia.<br><br>W momencie pojawienia się ściany, każda istota<br>przebywająca w jej obszarze, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia, otrzymuje 5k8 obrażeń od ognia. Udany rzut zmniejsza obrażenia o połowę. Jedna ze stron ściany, wybierana podczas rzucania zaklęcia, zadaje 5k8 obrażeń każdemu stworzeniu, które kończy swoją turę po tej stronie w odległości do 3 metrów od ściany. Tyle samo obrażeń otrzymuje stworzenie wchodzące w obszar ściany po raz pierwszy w swojej turze, lub kończące w nim swoją turę. Druga strona ściany ognia nie zadaje obrażeń.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. zwiększasz zadawane obrażenia o 1k8.";"Czarownik (Xanatar)"
"5";"SŁUP OGNIA (Niebianin)";" Wywoływanie, 5. krąg";" 1 akcja";" 18 metrów";" W, S, M (szczypta siarki)";" Natychmiastowy";" We wskazane przez ciebie miejsce z rykiem uderza z nieba pionowa kolumna boskiego ognia. Każde stworzenie znajdujące się na obszarze w kształcie walca o promieniu 3 metrów i wysokości 12 metrów, z punktem wyjścia we wskazanym miejscu, musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia. otrzymanie 4k6 obrażeń od ognia i 4k6 obrażeń od światłości. Udany rzut zmniejsza obrażenia o połowę.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar,<br>wykorzystując komórkę co najmniej 6, kręgu, za każdy krąg powyżej 5. zwiększasz obrażenia od ognia albo światłości (wedle twojego wyboru) o 1k6.";"Czarownik (Xanatar)"
"5";"WIĘKSZE PRZYWRÓCENIE (Niebianin)";" Odpychanie, 5. krąg";" 1 akcja";" Dotyk";" W, S, M (diamentowy pył o wartości co najmniej 100 sz, zużywany przez zaklęcie)";" Koncentracja, do 1 minuty";" Napełniasz dotkniętą istotę pozytywną energią i odwracasz jeden z osłabiających ją efektów, Możesz zmniejszyć jeden poziom jej zmęczenia albo zakończyć działanie jednego z poniższych efektów:<br><br>*Jednego efektu, który z spowodował jej zauroczenie lub skamienienie,<br><br>*Jednej klątwy, włączając w to połączenie z przeklętym magicznym przedmiotem,<br><br>*Dowolnego zmniejszenia wartości jednej z jej cech,<br><br>*Jednego efektu zmniejszającego jej maksymalne punkty wytrzymałości.";"Czarownik (Xanatar)"
"0";"GRZMOT";" Wywoływanie, sztuczka";" 1 akcja";" 1,5 metry";" S";" Natychmiastowy";" Tworzysz odgłos gromu słyszalny z odległości 30 metrów. Każde stworzenie znajdujące się w zasięgu czaru  (oprócz ciebie) musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od dźwięku.<br><br>Obrażenia z tego zaklęcia zwiększają się o lk6, gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6)i 17. poziom (do 4k6).";"Czarownik (XGE)"
"0";"MAGICZNY KAMYK";" Przemiany, sztuczka";" 1 akcja dodatkowa";" Dotyk";" W, S";" 1 minuta";"  Dotykasz od jednego do trzech kamyków i nasycasz je magią. Możesz wykonać atak dystansowy czarem, rzucając takim kamykiem lub strzelając nim Z procy. Może to również zrobić ktoś inny. Rzucony kamyk ma zasięg 18 metrów. Jeśli atak wykonuje ktoś inny, to do testu ataku dodaje twój modyfikator z cechy bazowej zamiast swojego własnego. Przy trafieniu cel otrzymuje obrażenia obuchowe w wysokości 1k6 + twój modyfikator z cechy bazowej. Następnie efekt na tym kamyku się kończy, niezależnie od tego, czy udało ci się trafić.<br><br>Ponowne rzucenie czaru powoduje zakończenie obecnego efektu na wszystkich kamykach wciąż objętych poprzednim czarem.";"Czarownik (XGE)"
"0";"ODMROŻENIE";" Wywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";"  Powodujesz, że porażający mróz otacza jedno stworzenie, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 1k6  obrażeń od zimna i ma utrudnienie w następnym teście ataku bronią wykonanym przed końcem swojej następnej tury.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6,<br>gdy osiągniesz 5. poziom (do 2k6), ll. poziom (do 3k6) i 17. poziom (do 4k6).";"Czarownik (XGE)"
"0";"ROBACTWO";" Przywoływanie, sztuczka";" 1 akcja";" 9 metrów";" W, S, M (żywa pchła)";" Natychmiastowy";"  Powodujesz chwilowe pojawienie się chmury roztoczy, pcheł i innych pasożytów na istocie, którą widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Kondycje. W przypadku niepowodzenia otrzymuje 1k6 obrażeń od ,<br>trucizny przemieszcza się 1,5 metra w losowym kierunku, o ile może się poruszać, a jego szybkość wynosi co najmniej 1,5 metra. Określ kierunek, rzucając k4: 1 - północ, 2 -  południe, 3 - wschód, 4 - zachód. Ruch ten nie prowokuje ataków okazyjnych. Jeśli wybrany kierunek jest zablokowany, 15, to cel pozostaje w miejscu. 7<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k6, .<br>gdy osiągniesz 5. poziom (do 2k6), 11. poziom (do 3k6) i 17. poziom (do 4k6)";"Czarownik (XGE)"
"0";"STWORZENIE OGNISKA";" Przywoływanie, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";"  Tworzysz ognisko W miejscu na ziemi, które Widzisz w zasięgu czaru. Podczas trwania czaru magiczne ognisko wypełnia obszar sześcianu o boku 1,5 metra. Gdy rzucasz zaklęcie, każde stworzenie znajdujące się w przestrzeni zajmowanej przez ognisko musi wykonać rzut obronny na Zręczność. W przypadku niepowodzenia otrzymuje 1k8 obrażeń od ognia. Stworzenie musi wykonać rzut obronny również wtedy, gdy wchodzi w obszar ogniska po raz pierwszy w swojej turze lub kończy tam swoją turę.<br><br>Ognisko podpala łatwopalne obiekty w swoim obszarze, które nie są noszone ani trzymane.<br><br>Obrażenia z tego zaklęcia zwiększają się o 1k8,<br>gdy osiągniesz 5. poziom (do 2k8), 11. poziom (do 3k8) i 17. poziom (do 4k8).";"Czarownik (XGE)"
"0";"KOMU BIJE DZWON";" Nekromancja, sztuczka";" 1 akcja";" 18 metrów";" W, S";" Natychmiastowy";"  Wskazujesz stworzenie, które widzisz w zasięgu czaru - przez chwilę jego otoczenie rozbrzmiewa dźwiękiem żałobnego dzwonu. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia otrzymuje 1k8 obrażeń nekrotycznych. Jeśli aktualne punkty wytrzymałości celu są mniejsze od maksymalnych, to otrzymuje on 1k12 obrażeń nekrotycznych.<br><br>Obrażenia z tego zaklęcia zwiększają się o jedną kość, gdy osiągniesz 5. poziom (do 2k8 lub 2k12), 11. poziom (do 3k8 lub 3k12) i 17. poziom (do 4k8 lub 4k12).";"Czarownik (XGE)"
"1";"ZASTRASZENIE";" Nekromancja, 1. krąg";" 1 akcja";" 18 metrów";" W";" Koncentracja, do 1 minuty";"  Wywołujesz strach przed śmiercią u stworzenia, które widzisz w zasięgu czaru. Efekt nie działa na konstrukty i nieumarłych. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia zostaje przerażony tobą na czas trwania czaru. Pod koniec każdej swojej tury cel może powtórzyć rzut obronny. Udany rzut powoduje zakończenie efektu. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 2. kręgu, za każdy krąg powyżej 1. możesz objąć działaniem czaru dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Czarownik (XGE)"
"2";"CIENISTE OSTRZE";" Iluzje, 2. krąg";" 1 akcja dodatkowa";" Na siebie";" W, S";" Koncentracja, do 1 minuty";" Splatasz smugi cienia, które w twojej dłoni formują się w miecz z zestalonego mroku. Ten magiczny miecz istnieje do zakończenia czaru.Jest traktowany jak prosta broń biała, w której używaniu masz biegłość. Przy trafieniu zadaje 2k8 obrażeń psychicznych.Jest to broń finezyjna, lekka i rzucana (zasięg 6/18). Ponadto masz ułatwienie w teście ataku, gdy używasz miecza do zaatakowania celu znajdującego się w słabym świetle lub w ciemności. Jeśli rzucisz lub puścisz miecz, to znika on na końcu tury. Podczas trwania czaru w ramach akcji dodatkowej możesz sprawić, aby miecz pojawił się ponownie w twojej dłoni.<br><br> Na wyższych kręgach. Jeśli rzucasz ten czar,  wykorzystując komórkę 3. lub 4. kręgu, zwiększasz zadawane obrażenia do 3k8.Jeśli rzucasz go, wykorzystując komórkę 5. lub 6. kręgu, zwiększasz zadawane obrażenia do 4k8. Jeśli rzucasz go, wykorzystując komórkę co najmniej 7. kręgu, zwiększasz zadawane obrażenia do 5k8.";"Czarownik (XGE)"
"2";"MYŚLOWY CIERŃ";" Wieszczenie, 2. krąg";" 1 akcja";" 18 metrów";" S";" Koncentracja, do 1 godziny";"  Sięgasz do umysłu stworzenia, które widzisz w zasięgu czaru. Cel musi wykonać rzut obronny na Mądrość. W przypadku niepowodzenia otrzymuje 3k8 obrażeń psychicznych. Udany rzut zmniejsza obrażenia o połowę. Dodatkowo w przypadku niepowodzenia zawsze znasz położenie celu przez czas trwania czaru, o ile znajdujecie się W tej samej sferze egzystencji. Dzięki temu cel nie może  się przed tobą ukryć - nawet jeśli jest niewidzialny, ten stan nie zapewnia mu żadnych korzyści przeciw tobie. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 3. kręgu, za każdy krąg powyżej 2. zwiększasz zadawane obrażenia o 1k8.";"Czarownik (XGE)"
"2";"UZIEMIENIE";" Przemiany, 2. krąg";" 1 akcja";" 90 metrów";" W";" Koncentracja, do 1 minuty";"  Wybierasz stworzenie, które widzisz w zasięgu czaru. Oplatają je żółte wstęgi magicznej energii. Cel musi wykonać rzut obronny na Siłę. W przypadku niepowodzenia jego szybkość lotu (jeśli ją posiada) spada do 0 na czas trwania czaru. Stworzenie znajdujące się W powietrzu - objęte działaniem tego czaru - opada bezpiecznie z prędkością 18 metrów na rundę do chwili zetknięcia z ziemią lub zakończenia czaru.";"Czarownik (XGE)"
"3";"GRZMIĄCY KROK";" Przywoływanie, 3. krąg";" 1 akcja";" 27 metrów";" W";" Natychmiastowy";"  Teleportujesz się w wolne miejsce, które widzisz w zasięgu czaru. Natychmiast po twoim zniknięciu z poprzednio zajmowanego przez ciebie miejsca rozlega się donośny huk, a każde stworzenie w obrębie 3 metrów od tego miejsca i musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 3k10 obrażeń od dźwięku. Udany rzut zmniejsza obrażenia o połowę. Grzmot jest słyszalny z odległości 90 metrów.  Możesz przemieścić się razem z przedmiotami, których, łączny ciężar nie przekracza twojego udźwigu, a także zabrać ze sobą jedną przychylną istotę w rozmiarze nieprzekraczającym twojego, której wyposażenie nie przekracza jej udźwigu. W momencie rzucania czaru musi znajdować się ona nie dalej niż 1,5 metra od ciebie. Dodatkowo w obrębie 1,5 metra od twojego miejsca docelowego musi znajdować się drugie wolne miejsce, aby mogła się tam przenieść. W przeciwnym razie istota nie rusza się z miejsca.<br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 4. kręgu, za każdy krąg powyżej 3. zwiększasz obrażenia o 1k10.";"Czarownik (XGE)"
"3";"MROWIE WROGOW";" Uroki, 3.krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 1 minuty";" Sięgasz do umysłu jednego stworzenia, które widzisz, i zmuszasz je do wykonania rzutu obronnego na Inteligencję. Stworzenie niepodatne na przerażenie automatycznie odnosi sukces w tym rzucie. W przypadku niepowodzenia traci zdolność odróżniania wrogów od przyjaciół ina czas trwania czaru uważa za wrogów wszystkie stworzenia, które widzi. Cel może powtórzyć rzut obronny za każdym razem, gdy otrzymuje obrażenia. Udany rzut powoduje zakończenie efektu. <br><br>Gdy objęte czarem stworzenie wybiera inną istotę jako cel ataku, czaru lub zdolności, za każdym razem musi określić go losowo spośród istot, które widzi w zasięgu. Gdy Zostanie sprowokowane przez wroga do wykonania ataku okazyjnego, to musi to zrobić, jeśli może.";"Czarownik (XGE)"
"3";"PRZYWOŁANIE POMNIEJSZYCH DEMONÓW";" Przywoływanie, 3. krąg";" 1 akcja";" 18 metrów";" W, S, M (fiołka świeżej krwi humanoida zabitego w ciągu ostatnich 24 godzin)";" Koncentracja, do 1 godziny";"  Wypowiadasz bluźniercze słowa, przywołując demony z chaosu Otchłani. Skorzystaj z poniższej tabeli, by wylosować, co się pojawia...<br><br>Przewodnik Xanathara po wszystkim str.162";"Czarownik (XGE)"
"4";"PRZYWOŁANIE WIĘKSZEGO DEMONA";" Przywoływanie, 4. krąg";" 1 akcja";" 18 metrów";" W, S, M (fiołka krwi humanoida zabitego w ciągu ostatnich 24 godzin)";" Koncentracja, do 1 godziny";"  Wypowiadasz bluźniercze słowa, przywołując demona z chaosu Otchłani. Wybierasz typ demona o stopniu wyzwania 5 lub niższym, na przykład cienistego demona lub barlgurę. Demon pojawia się w wolnym miejscu, które widzisz w zasięgu czaru. Znika, kiedy jego punkty wytrzymałości spadają do 0 lub gdy czar dobiega końca...<br><br>Przewodnik Xanathara po wszystkim str.163";"Czarownik (XGE)"
"4";"SKAŻONE PROMIENIOWANIE";" Wywoływanie, 4. krąg";" 1 akcja";" 36 metrów";" W, S";" Koncentracja, do 10 minut";"  Słabe, zielonkawe światło rozchodzi się w obszarze sfery. O promieniu 9 metrów i środku w wybranym przez ciebie miejscu w zasięgu czaru. Światło sięga za załomy i utrzymuje się do zakończenia czaru.  <br><br>Gdy stworzenie wchodzi w ten obszar po raz pierwszy w swojej turze lub rozpoczyna w nim swoją turę, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k10 obrażeń od światłości i jeden poziom wyczerpania, a także zaczyna świecić słabym, zielonkawym światłem w promieniu 1,5 metra. To światło uniemożliwia mu czerpanie korzyści z bycia niewidzialnym. Światło i poziomy wyczerpania znikają, gdy czar dobiega końca. ";"Czarownik (Xanathar"
"4";"SPOWICIE CIENIEM";" Nekromancja, 4. krąg";" 1 akcja";" Na siebie";" W, S, M (gałka oczna nieumarłego zamknięta w klejnocie o wartości co najmniej 150 sz)";" Koncentracja, do 1 minuty";"  Cienie przypominające płomienie oplatają twoje ciało. Podczas trwania czaru tworzą one bezpośrednio na tobie obszar pozbawiony widoczności. W obrębie 3 metrów od ciebie cienie zmieniają słabe światło w całkowitą ciemność, a jasne światło - w słabe.<br><br>Podczas trwania czaru masz odporność na obrażenia od światłości. Ponadto za każdym razem, gdy stworzenie znajdujące się W obrębie 3 metrów od ciebie trafia cię atakiem, cienie smagające w odwecie, zadając mu 2k8 obrażeń nekrotycznych.";"Czarownik (XGE)"
"4";"ZAUROCZENIE POTWORA";" Uroki, 4. krąg";" 1 akcja";" 9 metrów";" W, S";" 1 godzina";" Próbujesz zauroczyć stworzenie, które widzisz w zasięgu czaru. Musi ono wykonać rzut obronny na Mądrość, w którym ma ułatwienie, jeśli walczy z tobą lub którymś z twoich towarzyszy. przypadku niepowodzenia zostaje przez ciebie zauroczone na czas trwania zaklęcia lub do momentu, w którym ty lub któryś twoich towarzyszy   zadziałacie na jego szkodę. Zauroczone stworzenie jest przyjazne wobec ciebie. Gdy czar dobiega końca, cel ma świadomość, że został przez ciebie zauroczony. <br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. możesz objąć czarem dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Czarownik (XGE)"
"4";"ŻYWIOŁ ZGUBY";" Przemiany, 4. krąg";" 1 akcja";" 27 metrów";" W, S";" Koncentracja, do 1 minuty";"  Wybierasz stworzenie, które widzisz w zasięgu czaru, i jeden z następujących typów obrażeń: od dźwięku, elektryczności, kwasu, ognia albo zimna. Cel musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia zostaje objęty działaniem czaru na czas jego trwania. Gdy cel będący pod wpływem tego czaru po raz pierwszy w każdej turze otrzymuje obrażenia wybranego typu, otrzymuje dodatkowo 2k6 obrażeń tego samego typu. Co więcej, na czas trwania czaru cel traci odporność na ten typ obrażeń.<br><br>Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 5. kręgu, za każdy krąg powyżej 4. 7 możesz objąć czarem dodatkową istotę. Wszystkie cele muszą znajdować się w obrębie 9 metrów od siebie nawzajem w chwili rzucania czaru.";"Czarownik (XGE)"
"5";"DALEKI KROK";" Przywoływanie, 5. krąg";" 1 akcja dodatkowa";" Na siebie";" W";" Koncentracja, do 1 minuty";"  Teleportujesz się w wolne miejsce, które widzisz w obrębie 18 metrów od siebie. W każdej swojej turze podczas trwania czaru możesz teleportować się w ten sposób w ramach akcji dodatkowej.";"Czarownik (XGE)"
"5";"DANSE MACABRE";" Nekromancja, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 godziny";"  Pasma mrocznej energii strzelają z twoich palców i przeszywają do pięciu Małych lub Średnich zwłok, które widzisz w zasięgu czaru. Wszystkie ciała natychmiast wstają i stają się nieumarłymi. Decydujesz, czy są to zombi, czy szkielety (ich statystyki znajdziesz w Księdze Potworów. Otrzymują one premię do testów ataku i rzutów na obrażenia równą modyfikatorowi z twojej cechy bazowej. <br><br>W ramach akcji dodatkowej możesz mentalnie rozkazywać istotom stworzonym tym czarem, wydając wszystkim ten sam rozkaz. Aby go otrzymać, istota musi się znajdować : w obrębie 18 metrów od ciebie. Decydujesz o tym, dokąd się przemieszczą i jakie akcje wykonają istoty w swojej następnej turze, albo wydajesz ogólne polecenie, na przykład strzeżenia komnaty czy korytarza przed wrogami. Jeśli nie wydasz istotom żadnego rozkazu, ograniczą się do bronienia się przed wrogimi stworzeniami. Otrzymawszy polecenie, będą je wypełniały aż do ukończenia zadania... <br><br>Przewodnik Xanathara po wszystkim str.152";"Czarownik (XGE)"
"5";"ODEBRANIE SIŁ";" Nekromancja, 5. krąg";" 1 akcja";" 18 metrów";" W, S";" Koncentracja, do 1 minuty";"  Wić atramentowej ciemności sięga od ciebie ku stworzeniu,  które widzisz w zasięgu czaru, by wyssać z niego życie.  Cel musi wykonać rzut obronny na Zręczność. Przy udanym rzucie otrzymuje 2k8 obrażeń nekrotycznych, a zaklęcie dobiega końca. W przypadku niepowodzenia cel  otrzymuje 4k8 obrażeń nekrotycznych i przez czas trwania  czaru możesz W ramach akcji w każdej swojej turze automatycznie zadać mu 4k8 obrażeń nekrotycznych. Zaklęcie się kończy, jeśli wykorzystasz swoją akcję do czegokolwiek innego lub jeśli twój cel znajdzie się poza jego zasięgiem albo za całkowitą osłoną.  Za każdym razem, gdy czar zadaje celowi obrażenia, odzyskujesz punkty wytrzymałości równe połowie otrzymanych przez cel obrażeń nekrotycznych.Na wyższych kręgach. Jeśli rzucasz ten czar, wykorzystując komórkę co najmniej 6. kręgu, za każdy krąg powyżej 5. zwiększasz zadawane obrażenia o 1k8.";"Czarownik (XGE)"
"5";"PIEKIELNE WEZWANIE";" Przywoływanie, 5. krąg";" 1 minuta";" 27 metrów";" W, S, M (rubin o wartości co najmniej 999 sz)";" Koncentracja, do 1 godziny";"  Wypowiadając mroczną inkantację, wzywasz diabła z Dziewięciu Piekieł. Wybierasz typ diabła o stopniu wyzwania 6 lub niższym, na przykład haczykowatego diabla lub brodatego diabła. Pojawia się on w wolnym miejscu, które widzisz w zasięgu czaru. Znika, kiedy jego punkty wytrzymałości spadają do 0 lub gdy czar dobiega końca. <br><br>Diabeł jest nastawiony wrogo do ciebie i twoich towarzyszy. Wykonujesz za niego rzut na inicjatywę, gdyż działa w swoich własnych turach. Znajduje się on pod kontrolą MP i podczas swoich tur zachowuje się zgodnie ze swoją naturą. Może to oznaczać, że cię zaatakuje - jeśli uzna, że ma szansę wygrać - albo spróbuje nakłonić cię do złego w zamian za niewielką przysługę. MP dysponuje statystykami przywołanego stworzenia.<br>Przewodnik Xanathara po wszystkim str.159";"Czarownik (XGE)"
"5";"SZUM SYNAPTYCZNY";" Uroki, 5. krąg";" 1 akcja";" 36 metrów";" W, S";" Natychmiastowy";" Wybierasz punkt, który widzisz w zasięgu czaru, i wywołujesz w tym miejscu wybuch psychicznej energii. Każde stworzenie w obszarze sfery o promieniu 6 metrów i środku w tym punkcie musi wykonać rzut obronny na Inteligencję. Czar nie działa na stworzenia o Inteligencji 2 lub niższej. W przypadku niepowodzenia cel otrzymuje 8k6 obrażeń psychicznych. Udany rzut zmniejsza obrażenia o połowę.<br><br>W przypadku niepowodzenia stworzenie ma również ”,problemy z pozbieraniem myśli przez 1 minutę. Za każdym razem, gdy wykonuje w tym okresie test ataku, test cechy lub rzut obronny na Kondycję, aby utrzymać koncentracje odejmuje k6 od wyniku. Pod koniec każdej swojej tury cel może powtórzyć rzut obronny na Inteligencję. Udany rzut powoduje zakończenie efektu.";"Czarownik (XGE)"
"5";"ŚCIANA ŚWIATŁA";" Wywoływanie, 5. krąg";" 1 akcja";" 36 metrów";" W, S, M (ręczne lusterko)";" Koncentracja, do 10 minut";"  Lśniąca ściana jasnego światła pojawia się w punkcie, który widzisz w zasięgu czaru. Wybierasz jej ustawienie - poziomo, pionowo lub pod innym kątem. Może unosić się swobodnie lub spoczywać na stałej powierzchni. Ściana może mieć do 18 metrów długości, do 3 metrów wysokości i do 1,5 metra grubości. Blokuje pole widzenia, ale nie możliwość ruchu stworzeń i obiektów. Świeci jasnym światłem w promieniu 36 metrów i słabym światłem w promieniu kolejnych 36 metrów. <br><br>W momencie pojawienia się ściany każde stworzenie przebywające w jej obszarze musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 4k8 obrażeń od światłości i zostaje oślepione na 1 minutę. Udany rzut zmniejsza obrażenia o połowę i zapobiega oślepieniu. Pod koniec każdej swojej tury oślepione stworzenie może powtórzyć rzut obronny. Udany rzut powoduje zakończenie efektu. Stworzenie kończące swoją turę w obszarze ściany otrzymuje 4k8 obrażeń od światłości...<br>Przewodnik Xanathara po wszystkim str.166";"Czarownik (XGE)"
"5";"WYLEW NEGATYWNEJ ENERGII";" Nekromancja, 5. krąg";" 1 akcja";" 18 metrów";" W, M (złamana kość i kwadrat czarnego jedwabiu)";" Natychmiastowy";"  Wysyłasz wstęgi negatywnej energii ku stworzeniu, które widzisz w zasięgu czaru. Jeśli cel nie jest nieumarłym, musi wykonać rzut obronny na Kondycję. W przypadku niepowodzenia otrzymuje 5k12 obrażeń nekrotycznych. Udany rzut zmniejsza obrażenia o połowę. Cel zabity tymi obrażeniami powstaje jako zombi na początku twojej następnej tury. Zombie ściga najbliższą istotę, którą widzi. Jego statystyki znajdziesz w Księdze Potworów.<br><br>Jeśli celem tego czaru jest nieumarły, to nie wykonuje on rzutu obronnego. Zamiast tego rzuć 5k12. Cel zyskuje tymczasowe punkty wytrzymałości równe połowie tej wartości.";"Czarownik (XGE)"
"6";"INWESTYTURA KAMIENIA";" Przemiany, 6. krąg";" 1 akcja";" Na siebie";" W, S";" Koncentracja, do 10 minut";"  Podczas trwania czaru twoje ciało pokrywa warstwa kamieni i zyskujesz następujące korzyści:<br>-Masz odporność na obrażenia cięte, kłute i obuchowe z niemagicznych ataków.<br>-W ramach akcji możesz wywołać małe trzęsienie ziemi w promieniu 4,5 metra wokół siebie. Inne stworzenia znajdujące się na ziemi w tym obszarze muszą wykonać rzut obronny na Zręczność. W przypadku niepowodzenia zostają powalone.<br>-Pokonywanie trudnego terenu spowodowanego ziemią lub skałą nie kosztuje cię dodatkowej szybkości. Możesz przechodzić przez ubitą ziemię lub litą skałę jak przez powietrze bez naruszania ich struktury, ale nie możesz zakończyć w nich swojego ruchu. Jeśli to zrobisz, zostajesz wypchnięty w najbliższe wolne miejsce i ogłuszony do końca swojej następnej tury, a zaklęcie dobiega końca. ";"Czarownik (XGE)"
